Lieu	N° région, département	Série	Unité	2006	2012
SEINE-MARITIME	76	OC30412-Surface des tourbières	ha	0.0	0.0
SEINE-MARITIME	76	OC30421-Surface des marais maritimes	ha	1362.0	1362.0
SEINE-MARITIME	76	OC30422-Surface des marais salants	ha	0.0	0.0
SEINE-MARITIME	76	OC30423-Surface des zones intertidales	ha	308.0	308.0
SEINE-MARITIME	76	OC305111-Surface des cours et voies d'eau	ha	2444.0	2444.0
SEINE-MARITIME	76	OC305112-Surface des cours et voies d'eau temporaires	ha	0.0	0.0
SEINE-MARITIME	76	OC30512-Surface des plans d'eau	ha	1060.0	1089.0
SEINE-MARITIME	76	OC30521-Surface des lagunes littorales	ha	0.0	0.0
SEINE-MARITIME	76	OC30522-Surface des estuaires	ha	2075.0	2075.0
SEINE-MARITIME	76	OC30523-Surface des mers et océans	ha	423.0	422.0
SEINE-MARITIME	76	OC309999-Surface non affectée/renseignée	ha	0.0	0.0
SEINE-MARITIME	76	OC30Total de la surface des territoires artificialisés	ha	57700.0	59034.0
SEINE-MARITIME	76	OC30Total de la surface des territoires agricoles	ha	465604.0	464320.0
SEINE-MARITIME	76	OC30Total de la surface des forêts et milieux semi-naturels	ha	101648.0	101571.0
SEINE-MARITIME	76	OC30Total de la surface des zones humides	ha	1901.0	1901.0
SEINE-MARITIME	76	OC30Total de la surface en eau	ha	6002.0	6030.0
SEINE-MARITIME	76	OC30Surface totale	ha	632856.0	632856.0
SEINE-SAINT-DENIS	93	OC30111-Surface du tissu urbain continu	ha	502.0	502.0
SEINE-SAINT-DENIS	93	OC30112-Surface du tissu urbain discontinu	ha	13301.0	13301.0
SEINE-SAINT-DENIS	93	OC30121-Surface des zones industrielles ou commerciales et installations publiques	ha	4350.0	4370.0
SEINE-SAINT-DENIS	93	OC30122-Surface des réseaux routiers et ferroviaires et espaces associés	ha	568.0	568.0
SEINE-SAINT-DENIS	93	OC30123-Surface des zones portuaires	ha	0.0	0.0
SEINE-SAINT-DENIS	93	OC30124-Surface des aéroports	ha	1039.0	1039.0
SEINE-SAINT-DENIS	93	OC30131-Surface consacrée à l'extraction de matériaux	ha	0.0	0.0
SEINE-SAINT-DENIS	93	OC30132-Surface occupée par des décharges	ha	0.0	0.0
SEINE-SAINT-DENIS	93	OC30133-Surface des chantiers	ha	27.0	0.0
SEINE-SAINT-DENIS	93	OC30141-Surface des espaces verts urbains	ha	1712.0	1739.0
SEINE-SAINT-DENIS	93	OC30142-Surface occupée par des équipements sportifs et de loisirs	ha	501.0	501.0
SEINE-SAINT-DENIS	93	OC302111-Surface des terres arables hors périmètres d'irrigation	ha	695.0	680.0
SEINE-SAINT-DENIS	93	OC302112-Surface des cannes à sucre	ha	0.0	0.0
SEINE-SAINT-DENIS	93	OC30212-Surface des périmètres irrigués en permanence	ha	0.0	0.0
SEINE-SAINT-DENIS	93	OC30213-Surface des rizières	ha	0.0	0.0
SEINE-SAINT-DENIS	93	OC30221-Surface des vignobles	ha	0.0	0.0
SEINE-SAINT-DENIS	93	OC302221-Surface des vergers et petits fruits	ha	0.0	0.0
SEINE-SAINT-DENIS	93	OC302222-Surface des bananeraies	ha	0.0	0.0
SEINE-SAINT-DENIS	93	OC302223-Surface des palmeraies	ha	0.0	0.0
SEINE-SAINT-DENIS	93	OC302224-Surface des caféiers	ha	0.0	0.0
SEINE-SAINT-DENIS	93	OC30223-Surface des oliveraies	ha	0.0	0.0
SEINE-SAINT-DENIS	93	OC30231-Surface des prairies et autres surfaces toujours en herbe à usage agricole	ha	40.0	40.0
SEINE-SAINT-DENIS	93	OC30241-Surface des cultures annuelles associées à des cultures permanentes	ha	0.0	0.0
SEINE-SAINT-DENIS	93	OC30242-Surface des systèmes culturaux et parcellaires complexes	ha	179.0	174.0
SEINE-SAINT-DENIS	93	OC30243-Surface essentiellement agricole, interrompue par des espaces naturels importants	ha	18.0	18.0
SEINE-SAINT-DENIS	93	OC30244-Surface des territoires agroforestiers	ha	0.0	0.0
SEINE-SAINT-DENIS	93	OC303111-Surface des forêts de feuillus	ha	520.0	520.0
SEINE-SAINT-DENIS	93	OC303111-Surface des mangroves	ha	0.0	0.0
SEINE-SAINT-DENIS	93	OC30312-Surface des forêts de conifères	ha	0.0	0.0
SEINE-SAINT-DENIS	93	OC30313-Surface des forêts mélangées	ha	0.0	0.0
SEINE-SAINT-DENIS	93	OC30321-Surface des pelouses et pâturages naturels	ha	0.0	0.0
SEINE-SAINT-DENIS	93	OC30322-Surface des landes et broussailles	ha	0.0	0.0
SEINE-SAINT-DENIS	93	OC30323-Surface de la végétation sclérophylle	ha	0.0	0.0
SEINE-SAINT-DENIS	93	OC30324-Surface des forêts et végétations arbustives en mutation	ha	88.0	88.0
SEINE-SAINT-DENIS	93	OC30331-Surface des plages, dunes, sables	ha	0.0	0.0
SEINE-SAINT-DENIS	93	OC30332-Surface des roches nues	ha	0.0	0.0
SEINE-SAINT-DENIS	93	OC30333-Surface de végétation clairsemée	ha	0.0	0.0
SEINE-SAINT-DENIS	93	OC30334-Surface des zones incendiées	ha	0.0	0.0
SEINE-SAINT-DENIS	93	OC30335-Surface des glaciers et neiges éternelles	ha	0.0	0.0
SEINE-SAINT-DENIS	93	OC30411-Surface des marais intérieurs	ha	0.0	0.0
SEINE-SAINT-DENIS	93	OC30412-Surface des tourbières	ha	0.0	0.0
SEINE-SAINT-DENIS	93	OC30421-Surface des marais maritimes	ha	0.0	0.0
SEINE-SAINT-DENIS	93	OC30422-Surface des marais salants	ha	0.0	0.0
SEINE-SAINT-DENIS	93	OC30423-Surface des zones intertidales	ha	0.0	0.0
SEINE-SAINT-DENIS	93	OC305111-Surface des cours et voies d'eau	ha	103.0	103.0
SEINE-SAINT-DENIS	93	OC305112-Surface des cours et voies d'eau temporaires	ha	0.0	0.0
SEINE-SAINT-DENIS	93	OC30512-Surface des plans d'eau	ha	25.0	25.0
SEINE-SAINT-DENIS	93	OC30521-Surface des lagunes littorales	ha	0.0	0.0
SEINE-SAINT-DENIS	93	OC30522-Surface des estuaires	ha	0.0	0.0
SEINE-SAINT-DENIS	93	OC30523-Surface des mers et océans	ha	0.0	0.0
SEINE-SAINT-DENIS	93	OC309999-Surface non affectée/renseignée	ha	0.0	0.0
SEINE-SAINT-DENIS	93	OC30Total de la surface des territoires artificialisés	ha	22001.0	22021.0
SEINE-SAINT-DENIS	93	OC30Total de la surface des territoires agricoles	ha	932.0	911.0
SEINE-SAINT-DENIS	93	OC30Total de la surface des forêts et milieux semi-naturels	ha	608.0	608.0
SEINE-SAINT-DENIS	93	OC30Total de la surface des zones humides	ha	0.0	0.0
SEINE-SAINT-DENIS	93	OC30Total de la surface en eau	ha	128.0	128.0
SEINE-SAINT-DENIS	93	OC30Surface totale	ha	23669.0	23669.0
SOMME	80	OC30111-Surface du tissu urbain continu	ha	243.0	243.0
SOMME	80	OC30112-Surface du tissu urbain discontinu	ha	32631.0	32764.0
SOMME	80	OC30121-Surface des zones industrielles ou commerciales et installations publiques	ha	2967.0	3289.0
SOMME	80	OC30122-Surface des réseaux routiers et ferroviaires et espaces associés	ha	1174.0	1174.0
SOMME	80	OC30123-Surface des zones portuaires	ha	4.0	4.0
SOMME	80	OC30124-Surface des aéroports	ha	436.0	451.0
SOMME	80	OC30131-Surface consacrée à l'extraction de matériaux	ha	556.0	624.0
SOMME	80	OC30132-Surface occupée par des décharges	ha	40.0	40.0
SOMME	80	OC30133-Surface des chantiers	ha	38.0	0.0
SOMME	80	OC30141-Surface des espaces verts urbains	ha	130.0	130.0
SOMME	80	OC30142-Surface occupée par des équipements sportifs et de loisirs	ha	893.0	912.0
SOMME	80	OC302111-Surface des terres arables hors périmètres d'irrigation	ha	451817.0	451446.0
SOMME	80	OC302112-Surface des cannes à sucre	ha	0.0	0.0
SOMME	80	OC30212-Surface des périmètres irrigués en permanence	ha	0.0	0.0
SOMME	80	OC30213-Surface des rizières	ha	0.0	0.0
SOMME	80	OC30221-Surface des vignobles	ha	0.0	0.0
SOMME	80	OC302221-Surface des vergers et petits fruits	ha	237.0	264.0
SOMME	80	OC302222-Surface des bananeraies	ha	0.0	0.0
SOMME	80	OC302223-Surface des palmeraies	ha	0.0	0.0
SOMME	80	OC302224-Surface des caféiers	ha	0.0	0.0
SOMME	80	OC30223-Surface des oliveraies	ha	0.0	0.0
SOMME	80	OC30231-Surface des prairies et autres surfaces toujours en herbe à usage agricole	ha	39421.0	39322.0
SOMME	80	OC30241-Surface des cultures annuelles associées à des cultures permanentes	ha	0.0	0.0
SOMME	80	OC30242-Surface des systèmes culturaux et parcellaires complexes	ha	10461.0	10502.0
SOMME	80	OC30243-Surface essentiellement agricole, interrompue par des espaces naturels importants	ha	10406.0	10346.0
SOMME	80	OC30244-Surface des territoires agroforestiers	ha	0.0	0.0
SOMME	80	OC303111-Surface des forêts de feuillus	ha	49008.0	48427.0
SOMME	80	OC303111-Surface des mangroves	ha	0.0	0.0
SOMME	80	OC30312-Surface des forêts de conifères	ha	2160.0	2087.0
SOMME	80	OC30313-Surface des forêts mélangées	ha	1378.0	1378.0
SOMME	80	OC30321-Surface des pelouses et pâturages naturels	ha	0.0	0.0
SOMME	80	OC30322-Surface des landes et broussailles	ha	1577.0	1570.0
SOMME	80	OC30323-Surface de la végétation sclérophylle	ha	0.0	0.0
SOMME	80	OC30324-Surface des forêts et végétations arbustives en mutation	ha	1144.0	1753.0
SOMME	80	OC30331-Surface des plages, dunes, sables	ha	165.0	103.0
SOMME	80	OC30332-Surface des roches nues	ha	0.0	0.0
SOMME	80	OC30333-Surface de végétation clairsemée	ha	152.0	215.0
SOMME	80	OC30334-Surface des zones incendiées	ha	0.0	0.0
SOMME	80	OC30335-Surface des glaciers et neiges éternelles	ha	0.0	0.0
SOMME	80	OC30411-Surface des marais intérieurs	ha	7230.0	7230.0
SOMME	80	OC30412-Surface des tourbières	ha	0.0	0.0
SOMME	80	OC30421-Surface des marais maritimes	ha	998.0	1000.0
SOMME	80	OC30422-Surface des marais salants	ha	0.0	0.0
SOMME	80	OC30423-Surface des zones intertidales	ha	194.0	192.0
SOMME	80	OC305111-Surface des cours et voies d'eau	ha	0.0	0.0
SOMME	80	OC305112-Surface des cours et voies d'eau temporaires	ha	0.0	0.0
SOMME	80	OC30512-Surface des plans d'eau	ha	5146.0	5140.0
SOMME	80	OC30521-Surface des lagunes littorales	ha	89.0	89.0
SOMME	80	OC30522-Surface des estuaires	ha	0.0	0.0
SOMME	80	OC30523-Surface des mers et océans	ha	0.0	0.0
SOMME	80	OC309999-Surface non affectée/renseignée	ha	0.0	0.0
SOMME	80	OC30Total de la surface des territoires artificialisés	ha	39112.0	39631.0
SOMME	80	OC30Total de la surface des territoires agricoles	ha	512342.0	511880.0
SOMME	80	OC30Total de la surface des forêts et milieux semi-naturels	ha	55584.0	55533.0
SOMME	80	OC30Total de la surface des zones humides	ha	8422.0	8422.0
SOMME	80	OC30Total de la surface en eau	ha	5235.0	5229.0
SOMME	80	OC30Surface totale	ha	620695.0	620695.0
TARN	81	OC30111-Surface du tissu urbain continu	ha	401.0	401.0
TARN	81	OC30112-Surface du tissu urbain discontinu	ha	13070.0	13496.0
TARN	81	OC30121-Surface des zones industrielles ou commerciales et installations publiques	ha	1850.0	2053.0
TARN	81	OC30122-Surface des réseaux routiers et ferroviaires et espaces associés	ha	0.0	0.0
TARN	81	OC30123-Surface des zones portuaires	ha	0.0	0.0
TARN	81	OC30124-Surface des aéroports	ha	200.0	200.0
TARN	81	OC30131-Surface consacrée à l'extraction de matériaux	ha	955.0	925.0
TARN	81	OC30132-Surface occupée par des décharges	ha	40.0	40.0
TARN	81	OC30133-Surface des chantiers	ha	26.0	0.0
TARN	81	OC30141-Surface des espaces verts urbains	ha	61.0	61.0
TARN	81	OC30142-Surface occupée par des équipements sportifs et de loisirs	ha	981.0	981.0
TARN	81	OC302111-Surface des terres arables hors périmètres d'irrigation	ha	179035.0	178937.0
TARN	81	OC302112-Surface des cannes à sucre	ha	0.0	0.0
TARN	81	OC30212-Surface des périmètres irrigués en permanence	ha	0.0	0.0
TARN	81	OC30213-Surface des rizières	ha	0.0	0.0
TARN	81	OC30221-Surface des vignobles	ha	9418.0	9412.0
TARN	81	OC302221-Surface des vergers et petits fruits	ha	526.0	533.0
TARN	81	OC302222-Surface des bananeraies	ha	0.0	0.0
TARN	81	OC302223-Surface des palmeraies	ha	0.0	0.0
TARN	81	OC302224-Surface des caféiers	ha	0.0	0.0
TARN	81	OC30223-Surface des oliveraies	ha	0.0	0.0
TARN	81	OC30231-Surface des prairies et autres surfaces toujours en herbe à usage agricole	ha	68645.0	68560.0
TARN	81	OC30241-Surface des cultures annuelles associées à des cultures permanentes	ha	225.0	225.0
TARN	81	OC30242-Surface des systèmes culturaux et parcellaires complexes	ha	90676.0	90227.0
TARN	81	OC30243-Surface essentiellement agricole, interrompue par des espaces naturels importants	ha	37112.0	37094.0
TARN	81	OC30244-Surface des territoires agroforestiers	ha	0.0	0.0
TARN	81	OC303111-Surface des forêts de feuillus	ha	118296.0	118686.0
TARN	81	OC303111-Surface des mangroves	ha	0.0	0.0
TARN	81	OC30312-Surface des forêts de conifères	ha	30436.0	29530.0
TARN	81	OC30313-Surface des forêts mélangées	ha	14337.0	14284.0
TARN	81	OC30321-Surface des pelouses et pâturages naturels	ha	3897.0	3888.0
TARN	81	OC30322-Surface des landes et broussailles	ha	545.0	545.0
TARN	81	OC30323-Surface de la végétation sclérophylle	ha	0.0	0.0
TARN	81	OC30324-Surface des forêts et végétations arbustives en mutation	ha	5253.0	5907.0
TARN	81	OC30331-Surface des plages, dunes, sables	ha	0.0	0.0
TARN	81	OC30332-Surface des roches nues	ha	0.0	0.0
TARN	81	OC30333-Surface de végétation clairsemée	ha	0.0	0.0
TARN	81	OC30334-Surface des zones incendiées	ha	0.0	0.0
TARN	81	OC30335-Surface des glaciers et neiges éternelles	ha	0.0	0.0
TARN	81	OC30411-Surface des marais intérieurs	ha	0.0	0.0
TARN	81	OC30412-Surface des tourbières	ha	0.0	0.0
TARN	81	OC30421-Surface des marais maritimes	ha	0.0	0.0
TARN	81	OC30422-Surface des marais salants	ha	0.0	0.0
TARN	81	OC30423-Surface des zones intertidales	ha	0.0	0.0
TARN	81	OC305111-Surface des cours et voies d'eau	ha	950.0	950.0
TARN	81	OC305112-Surface des cours et voies d'eau temporaires	ha	0.0	0.0
TARN	81	OC30512-Surface des plans d'eau	ha	1460.0	1460.0
TARN	81	OC30521-Surface des lagunes littorales	ha	0.0	0.0
TARN	81	OC30522-Surface des estuaires	ha	0.0	0.0
TARN	81	OC30523-Surface des mers et océans	ha	0.0	0.0
TARN	81	OC309999-Surface non affectée/renseignée	ha	0.0	0.0
TARN	81	OC30Total de la surface des territoires artificialisés	ha	17584.0	18157.0
TARN	81	OC30Total de la surface des territoires agricoles	ha	385636.0	384988.0
TARN	81	OC30Total de la surface des forêts et milieux semi-naturels	ha	172765.0	172840.0
TARN	81	OC30Total de la surface des zones humides	ha	0.0	0.0
TARN	81	OC30Total de la surface en eau	ha	2410.0	2410.0
TARN	81	OC30Surface totale	ha	578395.0	578395.0
TARN-ET-GARONNE	82	OC30111-Surface du tissu urbain continu	ha	272.0	272.0
TARN-ET-GARONNE	82	OC30112-Surface du tissu urbain discontinu	ha	9128.0	9611.0
TARN-ET-GARONNE	82	OC30121-Surface des zones industrielles ou commerciales et installations publiques	ha	1656.0	1820.0
TARN-ET-GARONNE	82	OC30122-Surface des réseaux routiers et ferroviaires et espaces associés	ha	273.0	288.0
TARN-ET-GARONNE	82	OC30123-Surface des zones portuaires	ha	0.0	0.0
TARN-ET-GARONNE	82	OC30124-Surface des aéroports	ha	72.0	72.0
TARN-ET-GARONNE	82	OC30131-Surface consacrée à l'extraction de matériaux	ha	1031.0	1104.0
TARN-ET-GARONNE	82	OC30132-Surface occupée par des décharges	ha	0.0	0.0
TARN-ET-GARONNE	82	OC30133-Surface des chantiers	ha	84.0	120.0
TARN-ET-GARONNE	82	OC30141-Surface des espaces verts urbains	ha	50.0	113.0
TARN-ET-GARONNE	82	OC30142-Surface occupée par des équipements sportifs et de loisirs	ha	362.0	362.0
TARN-ET-GARONNE	82	OC302111-Surface des terres arables hors périmètres d'irrigation	ha	139937.0	139622.0
TARN-ET-GARONNE	82	OC302112-Surface des cannes à sucre	ha	0.0	0.0
TARN-ET-GARONNE	82	OC30212-Surface des périmètres irrigués en permanence	ha	0.0	0.0
TARN-ET-GARONNE	82	OC30213-Surface des rizières	ha	0.0	0.0
TARN-ET-GARONNE	82	OC30221-Surface des vignobles	ha	3037.0	3037.0
TARN-ET-GARONNE	82	OC302221-Surface des vergers et petits fruits	ha	9902.0	9933.0
TARN-ET-GARONNE	82	OC302222-Surface des bananeraies	ha	0.0	0.0
TARN-ET-GARONNE	82	OC302223-Surface des palmeraies	ha	0.0	0.0
TARN-ET-GARONNE	82	OC302224-Surface des caféiers	ha	0.0	0.0
TARN-ET-GARONNE	82	OC30223-Surface des oliveraies	ha	0.0	0.0
TARN-ET-GARONNE	82	OC30231-Surface des prairies et autres surfaces toujours en herbe à usage agricole	ha	23862.0	23880.0
TARN-ET-GARONNE	82	OC30241-Surface des cultures annuelles associées à des cultures permanentes	ha	1477.0	1477.0
TARN-ET-GARONNE	82	OC30242-Surface des systèmes culturaux et parcellaires complexes	ha	88746.0	88198.0
TARN-ET-GARONNE	82	OC30243-Surface essentiellement agricole, interrompue par des espaces naturels importants	ha	27328.0	27353.0
TARN-ET-GARONNE	82	OC30244-Surface des territoires agroforestiers	ha	0.0	0.0
TARN-ET-GARONNE	82	OC303111-Surface des forêts de feuillus	ha	55706.0	55452.0
TARN-ET-GARONNE	82	OC303111-Surface des mangroves	ha	0.0	0.0
TARN-ET-GARONNE	82	OC30312-Surface des forêts de conifères	ha	405.0	449.0
TARN-ET-GARONNE	82	OC30313-Surface des forêts mélangées	ha	749.0	749.0
TARN-ET-GARONNE	82	OC30321-Surface des pelouses et pâturages naturels	ha	1083.0	1031.0
TARN-ET-GARONNE	82	OC30322-Surface des landes et broussailles	ha	0.0	0.0
TARN-ET-GARONNE	82	OC30323-Surface de la végétation sclérophylle	ha	0.0	0.0
TARN-ET-GARONNE	82	OC30324-Surface des forêts et végétations arbustives en mutation	ha	5075.0	5295.0
TARN-ET-GARONNE	82	OC30331-Surface des plages, dunes, sables	ha	0.0	0.0
TARN-ET-GARONNE	82	OC30332-Surface des roches nues	ha	0.0	0.0
TARN-ET-GARONNE	82	OC30333-Surface de végétation clairsemée	ha	0.0	0.0
TARN-ET-GARONNE	82	OC30334-Surface des zones incendiées	ha	0.0	0.0
TARN-ET-GARONNE	82	OC30335-Surface des glaciers et neiges éternelles	ha	0.0	0.0
TARN-ET-GARONNE	82	OC30411-Surface des marais intérieurs	ha	0.0	0.0
TARN-ET-GARONNE	82	OC30412-Surface des tourbières	ha	0.0	0.0
TARN-ET-GARONNE	82	OC30421-Surface des marais maritimes	ha	0.0	0.0
TARN-ET-GARONNE	82	OC30422-Surface des marais salants	ha	0.0	0.0
TARN-ET-GARONNE	82	OC30423-Surface des zones intertidales	ha	0.0	0.0
TARN-ET-GARONNE	82	OC305111-Surface des cours et voies d'eau	ha	2501.0	2501.0
TARN-ET-GARONNE	82	OC305112-Surface des cours et voies d'eau temporaires	ha	0.0	0.0
TARN-ET-GARONNE	82	OC30512-Surface des plans d'eau	ha	288.0	288.0
TARN-ET-GARONNE	82	OC30521-Surface des lagunes littorales	ha	0.0	0.0
TARN-ET-GARONNE	82	OC30522-Surface des estuaires	ha	0.0	0.0
TARN-ET-GARONNE	82	OC30523-Surface des mers et océans	ha	0.0	0.0
TARN-ET-GARONNE	82	OC309999-Surface non affectée/renseignée	ha	0.0	0.0
TARN-ET-GARONNE	82	OC30Total de la surface des territoires artificialisés	ha	12929.0	13762.0
TARN-ET-GARONNE	82	OC30Total de la surface des territoires agricoles	ha	294290.0	293500.0
TARN-ET-GARONNE	82	OC30Total de la surface des forêts et milieux semi-naturels	ha	63019.0	62976.0
TARN-ET-GARONNE	82	OC30Total de la surface des zones humides	ha	0.0	0.0
TARN-ET-GARONNE	82	OC30Total de la surface en eau	ha	2789.0	2789.0
TARN-ET-GARONNE	82	OC30Surface totale	ha	373028.0	373028.0
TERRITOIRE-DE-BELFORT	90	OC30111-Surface du tissu urbain continu	ha	106.0	106.0
TERRITOIRE-DE-BELFORT	90	OC30112-Surface du tissu urbain discontinu	ha	5329.0	5358.0
TERRITOIRE-DE-BELFORT	90	OC30121-Surface des zones industrielles ou commerciales et installations publiques	ha	877.0	914.0
TERRITOIRE-DE-BELFORT	90	OC30122-Surface des réseaux routiers et ferroviaires et espaces associés	ha	218.0	231.0
TERRITOIRE-DE-BELFORT	90	OC30123-Surface des zones portuaires	ha	0.0	0.0
TERRITOIRE-DE-BELFORT	90	OC30124-Surface des aéroports	ha	238.0	238.0
TERRITOIRE-DE-BELFORT	90	OC30131-Surface consacrée à l'extraction de matériaux	ha	129.0	129.0
TERRITOIRE-DE-BELFORT	90	OC30132-Surface occupée par des décharges	ha	0.0	0.0
TERRITOIRE-DE-BELFORT	90	OC30133-Surface des chantiers	ha	42.0	29.0
TERRITOIRE-DE-BELFORT	90	OC30141-Surface des espaces verts urbains	ha	0.0	0.0
TERRITOIRE-DE-BELFORT	90	OC30142-Surface occupée par des équipements sportifs et de loisirs	ha	170.0	170.0
TERRITOIRE-DE-BELFORT	90	OC302111-Surface des terres arables hors périmètres d'irrigation	ha	9717.0	9680.0
TERRITOIRE-DE-BELFORT	90	OC302112-Surface des cannes à sucre	ha	0.0	0.0
TERRITOIRE-DE-BELFORT	90	OC30212-Surface des périmètres irrigués en permanence	ha	0.0	0.0
TERRITOIRE-DE-BELFORT	90	OC30213-Surface des rizières	ha	0.0	0.0
TERRITOIRE-DE-BELFORT	90	OC30221-Surface des vignobles	ha	0.0	0.0
TERRITOIRE-DE-BELFORT	90	OC302221-Surface des vergers et petits fruits	ha	0.0	0.0
TERRITOIRE-DE-BELFORT	90	OC302222-Surface des bananeraies	ha	0.0	0.0
TERRITOIRE-DE-BELFORT	90	OC302223-Surface des palmeraies	ha	0.0	0.0
TERRITOIRE-DE-BELFORT	90	OC302224-Surface des caféiers	ha	0.0	0.0
TERRITOIRE-DE-BELFORT	90	OC30223-Surface des oliveraies	ha	0.0	0.0
TERRITOIRE-DE-BELFORT	90	OC30231-Surface des prairies et autres surfaces toujours en herbe à usage agricole	ha	6416.0	6361.0
TERRITOIRE-DE-BELFORT	90	OC30241-Surface des cultures annuelles associées à des cultures permanentes	ha	0.0	0.0
TERRITOIRE-DE-BELFORT	90	OC30242-Surface des systèmes culturaux et parcellaires complexes	ha	8190.0	8226.0
TERRITOIRE-DE-BELFORT	90	OC30243-Surface essentiellement agricole, interrompue par des espaces naturels importants	ha	2138.0	2110.0
TERRITOIRE-DE-BELFORT	90	OC30244-Surface des territoires agroforestiers	ha	0.0	0.0
TERRITOIRE-DE-BELFORT	90	OC303111-Surface des forêts de feuillus	ha	21877.0	21942.0
TERRITOIRE-DE-BELFORT	90	OC303111-Surface des mangroves	ha	0.0	0.0
TERRITOIRE-DE-BELFORT	90	OC30312-Surface des forêts de conifères	ha	2164.0	2164.0
TERRITOIRE-DE-BELFORT	90	OC30313-Surface des forêts mélangées	ha	2051.0	2051.0
TERRITOIRE-DE-BELFORT	90	OC30321-Surface des pelouses et pâturages naturels	ha	73.0	73.0
TERRITOIRE-DE-BELFORT	90	OC30322-Surface des landes et broussailles	ha	0.0	0.0
TERRITOIRE-DE-BELFORT	90	OC30323-Surface de la végétation sclérophylle	ha	0.0	0.0
TERRITOIRE-DE-BELFORT	90	OC30324-Surface des forêts et végétations arbustives en mutation	ha	259.0	211.0
TERRITOIRE-DE-BELFORT	90	OC30331-Surface des plages, dunes, sables	ha	0.0	0.0
TERRITOIRE-DE-BELFORT	90	OC30332-Surface des roches nues	ha	0.0	0.0
TERRITOIRE-DE-BELFORT	90	OC30333-Surface de végétation clairsemée	ha	0.0	0.0
TERRITOIRE-DE-BELFORT	90	OC30334-Surface des zones incendiées	ha	0.0	0.0
TERRITOIRE-DE-BELFORT	90	OC30335-Surface des glaciers et neiges éternelles	ha	0.0	0.0
TERRITOIRE-DE-BELFORT	90	OC30411-Surface des marais intérieurs	ha	0.0	0.0
TERRITOIRE-DE-BELFORT	90	OC30412-Surface des tourbières	ha	0.0	0.0
TERRITOIRE-DE-BELFORT	90	OC30421-Surface des marais maritimes	ha	0.0	0.0
TERRITOIRE-DE-BELFORT	90	OC30422-Surface des marais salants	ha	0.0	0.0
TERRITOIRE-DE-BELFORT	90	OC30423-Surface des zones intertidales	ha	0.0	0.0
TERRITOIRE-DE-BELFORT	90	OC305111-Surface des cours et voies d'eau	ha	0.0	0.0
TERRITOIRE-DE-BELFORT	90	OC305112-Surface des cours et voies d'eau temporaires	ha	0.0	0.0
TERRITOIRE-DE-BELFORT	90	OC30512-Surface des plans d'eau	ha	1007.0	1007.0
TERRITOIRE-DE-BELFORT	90	OC30521-Surface des lagunes littorales	ha	0.0	0.0
TERRITOIRE-DE-BELFORT	90	OC30522-Surface des estuaires	ha	0.0	0.0
TERRITOIRE-DE-BELFORT	90	OC30523-Surface des mers et océans	ha	0.0	0.0
TERRITOIRE-DE-BELFORT	90	OC309999-Surface non affectée/renseignée	ha	0.0	0.0
TERRITOIRE-DE-BELFORT	90	OC30Total de la surface des territoires artificialisés	ha	7107.0	7175.0
TERRITOIRE-DE-BELFORT	90	OC30Total de la surface des territoires agricoles	ha	26461.0	26376.0
TERRITOIRE-DE-BELFORT	90	OC30Total de la surface des forêts et milieux semi-naturels	ha	26424.0	26441.0
TERRITOIRE-DE-BELFORT	90	OC30Total de la surface des zones humides	ha	0.0	0.0
TERRITOIRE-DE-BELFORT	90	OC30Total de la surface en eau	ha	1007.0	1007.0
TERRITOIRE-DE-BELFORT	90	OC30Surface totale	ha	61000.0	61000.0
VAL-D OISE	95	OC30111-Surface du tissu urbain continu	ha	0.0	0.0
VAL-D OISE	95	OC30112-Surface du tissu urbain discontinu	ha	23339.0	23518.0
VAL-D OISE	95	OC30121-Surface des zones industrielles ou commerciales et installations publiques	ha	4142.0	4531.0
VAL-D OISE	95	OC30122-Surface des réseaux routiers et ferroviaires et espaces associés	ha	554.0	554.0
VAL-D OISE	95	OC30123-Surface des zones portuaires	ha	0.0	0.0
VAL-D OISE	95	OC30124-Surface des aéroports	ha	1336.0	1345.0
VAL-D OISE	95	OC30131-Surface consacrée à l'extraction de matériaux	ha	317.0	306.0
VAL-D OISE	95	OC30132-Surface occupée par des décharges	ha	0.0	0.0
VAL-D OISE	95	OC30133-Surface des chantiers	ha	48.0	0.0
VAL-D OISE	95	OC30141-Surface des espaces verts urbains	ha	1034.0	1034.0
VAL-D OISE	95	OC30142-Surface occupée par des équipements sportifs et de loisirs	ha	1764.0	1764.0
VAL-D OISE	95	OC302111-Surface des terres arables hors périmètres d'irrigation	ha	59155.0	58696.0
VAL-D OISE	95	OC302112-Surface des cannes à sucre	ha	0.0	0.0
VAL-D OISE	95	OC30212-Surface des périmètres irrigués en permanence	ha	0.0	0.0
VAL-D OISE	95	OC30213-Surface des rizières	ha	0.0	0.0
VAL-D OISE	95	OC30221-Surface des vignobles	ha	0.0	0.0
VAL-D OISE	95	OC302221-Surface des vergers et petits fruits	ha	293.0	293.0
VAL-D OISE	95	OC302222-Surface des bananeraies	ha	0.0	0.0
VAL-D OISE	95	OC302223-Surface des palmeraies	ha	0.0	0.0
VAL-D OISE	95	OC302224-Surface des caféiers	ha	0.0	0.0
VAL-D OISE	95	OC30223-Surface des oliveraies	ha	0.0	0.0
