vehicle,unit,geo\time	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 
LOR,NR,AT1	174206 	172000 	168000 	165000 	161000 	158000 	155500 	152200 	149500 	147400 	145400 	143200 	141200 	144300 	143800 	141000 	137400 	133700 	129000 	130000 	128700 	126200 	123700 	119900 	116900 
LOR,NR,AT11	17522 	17000 	17000 	16000 	16000 	15000 	14700 	14500 	14300 	14000 	13700 	13400 	13100 	13200 	12900 	12600 	12100 	11800 	11000 	11000 	11000 	10600 	10200 	9900 	9700 
LOR,NR,AT12	92597 	90000 	88000 	87000 	84000 	82000 	80200 	78100 	76500 	74900 	73400 	71500 	70000 	72100 	71400 	69300 	67000 	64600 	62000 	61000 	59800 	57800 	55800 	53300 	51900 
LOR,NR,AT13	64087 	65000 	63000 	62000 	61000 	61000 	60600 	59600 	58700 	58500 	58300 	58400 	58100 	59000 	59500 	59100 	58400 	57300 	56000 	58000 	57900 	57800 	57700 	56700 	55300 
LOR,NR,AT2	86927 	84000 	83000 	81000 	78000 	76000 	73900 	71900 	70400 	69000 	67700 	66000 	64600 	68400 	67000 	65600 	63700 	61300 	58000 	57000 	55700 	53700 	52300 	49700 	48500 
LOR,NR,AT21	26980 	26000 	26000 	25000 	24000 	24000 	23200 	22600 	22100 	21600 	21100 	20700 	20300 	21900 	21400 	21000 	20200 	19400 	18000 	18000 	17600 	16900 	16200 	15700 	15500 
LOR,NR,AT22	59947 	58000 	57000 	56000 	54000 	52000 	50700 	49300 	48300 	47400 	46500 	45300 	44200 	46500 	45600 	44600 	43500 	41900 	40000 	39000 	38100 	36800 	36100 	34000 	33000 
LOR,NR,AT3	157461 	153000 	149000 	145000 	141000 	137000 	133600 	129600 	125600 	122400 	119900 	116800 	114200 	118700 	115900 	112100 	108500 	105700 	101000 	100000 	98900 	95700 	93400 	89700 	87200 
LOR,NR,AT31	73923 	72000 	70000 	68000 	66000 	65000 	63100 	61000 	58800 	57300 	56000 	54600 	53200 	54700 	53200 	51300 	49600 	48200 	46000 	46000 	44700 	43300 	42500 	40300 	39300 
LOR,NR,AT32	28576 	28000 	27000 	26000 	25000 	24000 	23700 	23100 	22300 	21700 	21200 	20700 	20300 	21000 	20700 	20200 	19900 	19600 	19000 	19000 	18900 	18500 	18300 	17700 	17200 
LOR,NR,AT33	38054 	37000 	36000 	35000 	34000 	33000 	31900 	30900 	30000 	29200 	28600 	27800 	27300 	29400 	28700 	27800 	26700 	25900 	25000 	24000 	24100 	23200 	22300 	21800 	21100 
LOR,NR,AT34	16908 	16000 	16000 	16000 	16000 	15000 	14900 	14600 	14500 	14200 	14100 	13700 	13400 	13600 	13300 	12800 	12300 	12000 	11000 	11000 	11200 	10700 	10300 	9900 	9600 
LOR,NR,BE	752266 	739400 	726200 	714400 	690900 	676600 	662700 	642700 	623300 	604400 	578100 	556400 	540600 	526300 	503000 	480000 	453100 	435200 	416700 	402300 	390600 	375000 	366700 	360400 	343200 
LOR,NR,BE1	72757 	71800 	71100 	70100 	70700 	70200 	70500 	69000 	67400 	67500 	67500 	69100 	71100 	71300 	66000 	66600 	62400 	58600 	54700 	51700 	49000 	47400 	48400 	49500 	88200 
LOR,NR,BE10	72757 	71800 	71100 	70100 	70700 	70200 	70500 	69000 	67400 	67500 	67500 	69100 	71100 	71300 	66000 	66600 	62400 	58600 	54700 	51700 	49000 	47400 	48400 	49500 	88200 
LOR,NR,BE2	462673 	456200 	448800 	442200 	425500 	416700 	406600 	393100 	380300 	367300 	349400 	333600 	321900 	312500 	298400 	280000 	263900 	252900 	242000 	233600 	224600 	215900 	209300 	204600 	163000 
LOR,NR,BE21	119670 	118300 	117000 	115500 	112300 	110500 	107900 	104300 	101000 	97900 	92900 	88700 	85700 	83700 	80200 	76700 	72800 	70000 	67600 	64800 	62800 	60100 	58300 	57200 	54400 
LOR,NR,BE22	66943 	65500 	64400 	63500 	61200 	59500 	57700 	55600 	53700 	51400 	48100 	45200 	42800 	40800 	38800 	36600 	34400 	33000 	31600 	29700 	28100 	28100 	27400 	26700 	25100 
LOR,NR,BE23	103580 	102000 	95000 	97700 	94100 	91700 	89400 	86600 	83400 	80300 	76400 	73000 	70200 	67500 	64500 	61000 	57700 	55300 	53000 	51800 	50300 	48300 	46600 	45600 	43200 
LOR,NR,BE24	73566 	73400 	73200 	72500 	68200 	67300 	66000 	64100 	63000 	61600 	59800 	58400 	57800 	57400 	54900 	48500 	45200 	42900 	40200 	38400 	36600 	34800 	33800 	32800 	: 
LOR,NR,BE25	98914 	96900 	94900 	93000 	89700 	87700 	85600 	82500 	79200 	76200 	72100 	68300 	65500 	63000 	60000 	57000 	53800 	51700 	49600 	48000 	46800 	44600 	43200 	42300 	40300 
LOR,NR,BE3	216836 	211400 	205500 	201700 	194900 	189300 	185400 	180100 	175200 	169600 	161000 	153700 	147600 	142500 	138600 	133500 	126800 	123700 	120000 	116900 	115100 	111600 	108600 	105800 	91900 
LOR,NR,BE31	22242 	20700 	20200 	20100 	19400 	19000 	18900 	18300 	17700 	17000 	15900 	15100 	14200 	13600 	13300 	12800 	11900 	11500 	11000 	10700 	10300 	10300 	10000 	9400 	: 
LOR,NR,BE32	74380 	72800 	71200 	70000 	67500 	65900 	64300 	62500 	61000 	59000 	56300 	53900 	52000 	50100 	49000 	47200 	44900 	43900 	42300 	41300 	40900 	39400 	38300 	37600 	36300 
LOR,NR,BE33	65551 	64500 	63000 	61800 	60000 	57700 	56700 	55000 	53500 	52200 	49700 	47800 	46100 	44800 	43800 	42400 	40600 	39700 	39300 	38500 	38000 	37000 	36200 	35500 	34000 
LOR,NR,BE34	20981 	20600 	20100 	19700 	19000 	18500 	18100 	17600 	17000 	16300 	15300 	14500 	14100 	13500 	13100 	12500 	11900 	11700 	11200 	10700 	10500 	10000 	9700 	9400 	8900 
LOR,NR,BE35	33682 	32800 	31000 	30100 	29000 	28200 	27400 	26700 	26000 	25100 	23600 	22300 	21200 	20400 	19500 	18500 	17500 	16900 	16200 	15700 	15400 	14900 	14400 	13900 	12700 
LOR,NR,BG	369189 	348800 	332000 	316000 	304000 	290000 	273600 	239800 	208300 b	311000 	296000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LOR,NR,BG3	166536 	155700 	147000 	140000 	134000 	124000 	115800 	101300 	88600 b	142200 	137300 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LOR,NR,BG31	36922 	34700 	33000 	31000 	30000 	27000 	24700 	21800 	19400 b	34400 	33800 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LOR,NR,BG32	43094 	40000 	37000 	35000 	33000 	30000 	27600 	24200 	21100 b	34900 	33700 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LOR,NR,BG33	43801 	40800 	39000 	37000 	35000 	32000 	30200 	26000 	22500 b	35200 	33700 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LOR,NR,BG34	42719 	40200 	38000 	37000 	36000 	35000 	33300 	29300 	25600 b	37700 	36100 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LOR,NR,BG4	202653 	193100 	185000 	176000 	170000 	166000 	157800 	138500 	119700 b	168800 	158700 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LOR,NR,BG41	134753 	128600 	123000 	117000 	113000 	111000 	106300 	92500 	79100 b	108000 	100000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LOR,NR,BG42	67900 	64500 	62000 	59000 	57000 	55000 	51500 	46000 	40600 b	60800 	58700 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LOR,NR,CH	: 	360364 	350836 	337413 	324383 	317151 	315338 	313055 	303768 	297118 	288742 	283208 	281236 	276719 	270485 	266226 	260025 	257116 	256217 	255748 	250001 	247366 	250526 	251603 	246264 
LOR,NR,CH0	: 	360364 	350836 	337413 	324383 	317151 	315338 	313055 	303768 	297118 	288742 	283208 	281236 	276719 	270485 	266226 	260025 	257116 	256217 	255748 	250001 	247366 	250526 	251603 	246264 
LOR,NR,CH01	: 	62788 	61458 	58902 	56597 	54689 	54041 	53289 	52244 	51140 	49897 	49228 	48492 	47549 	46125 	45146 	43912 	42997 	42917 	42644 	42188 	41909 	43015 	44016 	43500 
LOR,NR,CH02	: 	81895 	79346 	76317 	73320 	71723 	72184 	70035 	68454 	66654 	65689 	64034 	58292 	57238 	56232 	55300 	53917 	52894 	52712 	53002 	51813 	52096 	53111 	53392 	52269 
LOR,NR,CH03	: 	48010 	47246 	45798 	43961 	43433 	42977 	42507 	41156 	40626 	39192 	38470 	38160 	37762 	36633 	35860 	34969 	34469 	34168 	34005 	33081 	31960 	32345 	32527 	31886 
LOR,NR,CH04	: 	55611 	54378 	51976 	50449 	49708 	50571 	53127 	50478 	48804 	46253 	44637 	44496 	43672 	42489 	41787 	40975 	40088 	40214 	40275 	39111 	38934 	39420 	39509 	39156 
LOR,NR,CH05	: 	56056 	54071 	51975 	49831 	48954 	47357 	46479 	45567 	44353 	43553 	42974 	42597 	42054 	41488 	41189 	40542 	39854 	39544 	39544 	38512 	37561 	37529 	37445 	36431 
LOR,NR,CH06	: 	35630 	34551 	33243 	31768 	30808 	30491 	30135 	28832 	28588 	27595 	26890 	26598 	26254 	25580 	25143 	24530 	24160 	23741 	23628 	22827 	22267 	22175 	22148 	21404 
LOR,NR,CH07	: 	20374 	19782 	19170 	18424 	17771 	17653 	17424 	16973 	16820 	16440 	16120 	16014 	15677 	15106 	14621 	14397 	14119 	14168 	14157 	13932 	13804 	13951 	13909 	13640 
LOR,NR,CY	102788 	107400 	112000 	116000 	118500 	121900 	119800 	115700 	113900 	116800 	116300 	118400 	116500 	116800 	113500 	110100 	108100 	104700 	103100 	100200 	93700 	89400 	86100 	81400 	73700 
LOR,NR,CY0	102788 	107400 	112000 	116000 	118500 	121900 	119800 	115700 	113900 	116800 	116300 	118400 	116500 	116800 	113500 	110100 	108100 	104700 	103100 	100200 	93700 	89400 	86100 	81400 	73700 
LOR,NR,CY00	102788 	107400 	112000 	116000 	118500 	121900 	119800 	115700 	113900 	116800 	116300 	118400 	116500 	116800 	113500 	110100 	108100 	104700 	103100 	100200 	93700 	89400 	86100 	81400 	73700 
LOR,NR,CZ	608711 	593000 	595400 	586000 	585000 	588000 	589600 	533800 	468000 	415000 	371000 	340100 	323400 	296400 	275600 	268300 	260200 	246600 	225500 	202900 	184300 	169500 	156500 	158400 	156400 
LOR,NR,CZ0	608711 	593000 	595400 	586000 	585000 	588000 	589600 	533800 	468000 	415000 	371000 	340100 	323400 	296400 	275600 	268300 	260200 	246600 	225500 	202900 	184300 	169500 	156500 	158400 	156400 
LOR,NR,CZ01	110532 	110000 	109200 	113000 	118000 	123000 	124400 	108000 	90000 	76000 	65000 	57800 	53400 	47700 	43500 	40300 	38000 	35800 	32500 	: 	: 	: 	: 	: 	: 
LOR,NR,CZ02	82336 	80000 	79600 	77000 	76000 	74000 	73300 	66400 	59000 	53000 	48000 	44200 	41700 	37800 	34900 	34200 	33100 	31200 	28600 	: 	: 	: 	: 	: 	: 
LOR,NR,CZ03	71076 	69000 	69600 	68000 	67000 	67000 	67300 	62400 	56000 	51000 	46000 	42700 	40500 	37800 	35300 	34700 	33800 	32400 	30100 	: 	: 	: 	: 	: 	: 
LOR,NR,CZ04	53175 	52000 	52500 	53000 	53000 	53000 	53600 	49600 	44000 	40000 	36000 	33500 	32200 	29900 	28400 	28100 	27900 	26900 	25300 	: 	: 	: 	: 	: 	: 
LOR,NR,CZ05	78199 	75000 	76100 	74000 	73000 	73000 	73000 	67900 	61000 	56000 	51000 	47200 	45100 	41500 	38500 	37700 	36800 	34900 	31800 	: 	: 	: 	: 	: 	: 
LOR,NR,CZ06	97976 	95000 	96100 	93000 	92000 	92000 	91700 	83300 	72000 	64000 	57000 	51800 	49500 	45800 	42200 	40600 	39500 	37200 	33600 	: 	: 	: 	: 	: 	: 
LOR,NR,CZ07	61776 	60000 	60000 	58000 	57000 	57000 	56700 	51600 	46000 	41000 	37000 	34300 	33200 	30700 	28700 	28300 	27500 	26100 	23500 	: 	: 	: 	: 	: 	: 
LOR,NR,CZ08	53641 	53000 	52500 	50000 	49000 	49000 	49600 	44600 	39000 	35000 	31000 	28600 	27800 	25400 	24300 	24300 	23600 	22100 	20000 	: 	: 	: 	: 	: 	: 
LOR,NR,DE	2629209 	2578600 	2528700 	2441400 	2385100 	2346700 	2323100 b	2604100 	2573100 	2572100 	2586300 	2619300 	2649100 	2610900 	2526900 	2465500 	2370600 	2315500 	2273000 	2215200 	2114000 	1589000 	: 	: 	1653000 
LOR,NR,DE1	311096 	304300 	298000 	288200 	282300 	278800 	276300 b	306800 	299800 	298500 	299600 	304800 	307200 	299900 	288800 	280700 	269100 	163900 	246000 	242400 	235000 	230000 	226000 	217000 	211000 
LOR,NR,DE11	111276 	108500 	106100 	102300 	100700 	99700 	98900 b	110600 	108300 	108200 	108700 	111100 	112700 	110100 	106300 	103700 	99800 	4800 	92000 	91000 	88000 	87000 	86000 	83000 	81000 
LOR,NR,DE12	77740 	76300 	75000 	72600 	70900 	69800 	69300 b	77200 	75500 	75300 	76000 	77400 	77800 	75800 	72800 	70300 	67500 	63900 	62000 	61400 	60000 	58000 	57000 	55000 	53000 
LOR,NR,DE13	66894 	65600 	63900 	61800 	60400 	59500 	58800 b	65300 	64000 	63600 	63500 	64200 	64500 	62900 	60400 	58400 	55900 	52500 	51000 	49700 	48000 	47000 	46000 	44000 	43000 
LOR,NR,DE14	55186 	54000 	53000 	51400 	50300 	49900 	49300 b	53700 	52000 	51400 	51400 	52100 	52300 	51100 	49400 	48300 	45900 	42700 	41000 	40300 	39000 	38000 	37000 	35000 	34000 
LOR,NR,DE2	396513 	387800 	379300 	364100 	354400 	346900 	341400 b	394200 	384100 	378900 	379400 	382600 	384600 	376300 	364200 	355100 	337400 	314500 	307000 	301400 	292000 	284000 	276000 	265000 	255000 
LOR,NR,DE21	132235 	128100 	123900 	118000 	115500 	114400 	113600 b	128900 	123100 	119300 	118200 	119500 	120800 	119500 	116900 	115900 	109700 	101200 	99000 	96800 	94000 	92000 	90000 	87000 	83000 
LOR,NR,DE22	40739 	39900 	38900 	37700 	36700 	35200 	34600 b	42200 	41100 	40500 	40400 	40500 	40200 	39000 	37800 	36600 	34800 	32500 	31000 	31000 	30000 	29000 	27000 	26000 	25000 
LOR,NR,DE23	35925 	36300 	36500 	34900 	33100 	31300 	28600 b	34000 	33800 	34400 	35700 	35100 	34700 	33800 	32500 	31100 	29500 	27600 	27000 	26300 	25000 	24000 	24000 	23000 	22000 
LOR,NR,DE24	33612 	33200 	32700 	31500 	30600 	30000 	29800 b	34800 	34600 	34500 	34600 	35200 	36100 	35800 	34700 	34100 	33200 	31600 	31000 	30600 	30000 	29000 	28000 	27000 	25000 
LOR,NR,DE25	51998 	50700 	49800 	48900 	48000 	47600 	47400 b	54600 	53400 	53500 	54100 	55000 	55300 	53200 	51100 	48700 	46500 	43500 	42000 	41800 	40000 	39000 	38000 	37000 	36000 
LOR,NR,DE26	45099 	44400 	43400 	41500 	40200 	39200 	38900 b	44200 	43700 	43000 	42800 	43000 	43000 	42200 	40800 	39700 	37700 	35700 	35000 	34200 	33000 	32000 	31000 	30000 	29000 
LOR,NR,DE27	56905 	55200 	53900 	51700 	50300 	49200 	48500 b	55600 	54300 	53700 	53800 	54300 	54500 	52800 	50600 	48900 	46000 	42400 	42000 	40700 	40000 	39000 	38000 	36000 	35000 
LOR,NR,DE3	82771 	81100 	78400 	74500 	73700 	73900 	75600 b	81900 	80800 	81500 	82500 	84900 	87200 	87900 	86000 	86300 	86700 	86200 	85000 	85500 	86000 	63000 	60000 	: 	64000 
LOR,NR,DE30	82771 	81100 	78400 	74500 	73700 	73900 	75600 b	81900 	80800 	81500 	82500 	84900 	87200 	87900 	86000 	86300 	86700 	86200 	85000 	85500 	86000 	63000 	60000 	: 	64000 
LOR,NR,DE4	117610 	115400 	113700 	109900 	108300 	106300 	103300 b	120100 	119300 	118700 	118200 	118900 	119800 	119100 	115900 	113400 	109800 	104000 	99000 	94800 	87000 	: 	: 	: 	49000 
LOR,NR,DE40	117610 	115400 	113700 	109900 	108300 	106300 	103300 b	120100 	119300 	118700 	118200 	118900 	119800 	119100 	115900 	113400 	109800 	104000 	99000 	94800 	87000 	: 	: 	: 	49000 
LOR,NR,DE5	16232 	16200 	16000 	15800 	15700 	15800 	15700 b	17500 	17400 	17500 	17900 	18400 	18900 	18500 	17800 	17700 	17400 	15800 	15000 	15600 	15000 	15000 	15000 	14000 	14000 
LOR,NR,DE50	16232 	16200 	16000 	15800 	15700 	15800 	15700 b	17500 	17400 	17500 	17900 	18400 	18900 	18500 	17800 	17700 	17400 	15800 	15000 	15600 	15000 	15000 	15000 	14000 	14000 
LOR,NR,DE6	49373 	48300 	48200 	47500 	47100 	47600 	47400 b	52800 	53300 	54300 	54400 	54200 	56700 	55400 	52300 	47600 	44400 	42700 	42000 	42300 	41000 	42000 	41000 	38000 	36000 
LOR,NR,DE60	49373 	48300 	48200 	47500 	47100 	47600 	47400 b	52800 	53300 	54300 	54400 	54200 	56700 	55400 	52300 	47600 	44400 	42700 	42000 	42300 	41000 	42000 	41000 	38000 	36000 
LOR,NR,DE7	183419 	179800 	178500 	172600 	169300 	167500 	166200 b	181800 	183000 	183000 	183500 	185900 	187900 	184100 	177900 	171300 	160700 	150500 	144000 	142500 	139000 	136000 	133000 	128000 	125000 
LOR,NR,DE71	116074 	113500 	112600 	108700 	106900 	106700 	105600 b	112800 	114700 	114900 	115400 	117300 	118900 	116200 	112200 	107400 	99100 	91900 	88000 	86500 	85000 	84000 	82000 	79000 	77000 
LOR,NR,DE72	30572 	30000 	29800 	28800 	28200 	27600 	27400 b	30700 	30500 	30400 	30400 	30600 	31000 	30300 	28200 	28500 	27300 	26000 	25000 	25000 	24000 	23000 	23000 	22000 	22000 
LOR,NR,DE73	36773 	36300 	36100 	35100 	34200 	33200 	33200 b	38300 	37800 	37800 	37700 	38000 	38100 	37700 	36500 	35400 	34300 	32600 	31000 	31000 	30000 	29000 	28000 	27000 	26000 
LOR,NR,DE8	72120 	70900 	69700 	67300 	65500 	64000 	63100 b	72100 	71800 	72000 	73800 	74300 	75400 	75200 	72900 	71200 	69100 	65900 	45000 	60500 	55000 	: 	: 	: 	32000 
LOR,NR,DE80	72120 	70900 	69700 	67300 	65500 	64000 	63100 b	72100 	71800 	72000 	73800 	74300 	75400 	75200 	72900 	71200 	69100 	65900 	45000 	60500 	55000 	: 	: 	: 	32000 
LOR,NR,DE9	248559 	244400 	238700 	230200 	223300 	218900 	216700 b	242700 	241300 	242000 	244400 	248600 	249500 	244300 	232700 	230800 	219900 	205700 	196000 	192000 	183000 	178000 	172000 	164000 	156000 
LOR,NR,DE91	41693 	41300 	40400 	39900 	38200 	37600 	37500 b	42800 	44000 	43100 	43400 	43600 	44500 	44400 	43000 	42500 	41700 	39300 	37000 	36900 	35000 	34000 	33000 	32000 	30000 
LOR,NR,DE92	60721 	59500 	58600 	56600 	56000 	55800 	56100 b	63400 	62700 	64000 	65600 	68900 	68400 	66000 	64400 	64400 	60700 	55900 	53000 	52200 	50000 	50000 	48000 	46000 	43000 
LOR,NR,DE93	56188 	55200 	53600 	51300 	49700 	48800 	48400 b	54300 	54000 	54500 	55200 	56100 	56500 	55400 	52100 	51100 	48500 	45700 	44000 	42600 	40000 	38000 	37000 	35000 	34000 
LOR,NR,DE94	89957 	88400 	86100 	82400 	79500 	76700 	74700 b	82200 	80600 	80300 	80100 	79900 	80100 	78400 	73700 	72700 	69000 	64800 	62000 	60300 	58000 	55000 	53000 	51000 	49000 
LOR,NR,DEA	529614 	517900 	504500 	486000 	472900 	465200 	458000 b	505700 	496500 	497100 	500300 	505300 	509200 	499200 	482200 	471500 	450500 	425500 	472000 	403800 	390000 	382000 	374000 	359000 	349000 
LOR,NR,DEA1	143046 	141800 	140000 	136800 	134700 	133500 	132300 b	143800 	142800 	143200 	145300 	147600 	149500 	146200 	141000 	138000 	132200 	126700 	183000 	120900 	117000 	116000 	113000 	110000 	107000 
LOR,NR,DEA2	157518 	148300 	139000 	129700 	121800 	116900 	111900 b	127900 	123900 	125200 	126900 	128800 	127900 	124300 	119600 	116600 	111500 	103800 	101000 	98700 	95000 	92000 	89000 	85000 	82000 
LOR,NR,DEA3	71665 	71000 	70000 	67600 	66300 	65000 	64400 b	78000 	75000 	72700 	71000 	69000 	69200 	67500 	65300 	63400 	60600 	56900 	54000 	53600 	52000 	51000 	50000 	48000 	48000 
LOR,NR,DEA4	64339 	63400 	62000 	59800 	58200 	57200 	56400 b	61700 	61100 	61200 	61600 	62700 	63700 	63300 	61400 	60100 	57200 	54300 	53000 	51600 	49000 	48000 	47000 	45000 	43000 
LOR,NR,DEA5	93046 	93500 	93400 	92100 	91800 	92600 	92900 b	94300 	93800 	94700 	95600 	97200 	98800 	97800 	94900 	93500 	89000 	83800 	81000 	79000 	77000 	76000 	75000 	71000 	69000 
LOR,NR,DEB	126390 	124200 	121900 	117500 	114500 	111900 	110900 b	124900 	124000 	123900 	125100 	126000 	126400 	123300 	118600 	115300 	110400 	103400 	99000 	97400 	93000 	91000 	88000 	85000 	83000 
LOR,NR,DEB1	50297 	49400 	48300 	46500 	45400 	44400 	44200 b	50100 	49500 	49700 	50200 	50500 	50700 	49400 	47700 	46500 	44600 	42000 	40000 	39100 	37000 	36000 	35000 	33000 	32000 
LOR,NR,DEB2	17987 	17700 	17300 	16600 	16100 	15700 	15500 b	17900 	18000 	18000 	17900 	18000 	18000 	17500 	16800 	16300 	15500 	14500 	14000 	13700 	13000 	13000 	13000 	12000 	12000 
LOR,NR,DEB3	58106 	57100 	56300 	54400 	53000 	51800 	51200 b	56900 	56500 	56200 	56900 	57500 	57700 	56400 	54100 	52400 	50300 	46900 	45000 	44600 	43000 	42000 	41000 	39000 	39000 
LOR,NR,DEC	31351 	31300 	30900 	30000 	29200 	28800 	28500 b	32300 	32400 	32900 	33300 	34400 	34400 	33500 	31900 	30400 	28700 	27300 	26000 	25700 	25000 	24000 	24000 	23000 	23000 
LOR,NR,DEC0	31351 	31300 	30900 	30000 	29200 	28800 	28500 b	32300 	32400 	32900 	33300 	34400 	34400 	33500 	31900 	30400 	28700 	27300 	26000 	25700 	25000 	24000 	24000 	23000 	23000 
LOR,NR,DED	172732 	170500 	169000 	165100 	162900 	160100 	159200 b	180300 	180200 	180500 	181200 	183300 	188500 	191100 	187100 	185600 	182400 	177300 	173000 	166400 	153000 	: 	: 	: 	81000 
LOR,NR,DED2	66480 	65400 	64500 	62500 	61400 	60300 	59800 b	67800 	67700 	67800 	68300 	68900 	70800 	71500 	70000 	69700 	68900 	67000 	: 	: 	: 	: 	: 	: 	: 
LOR,NR,DED4	68414 	67800 	67500 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LOR,NR,DED5	37838 	37300 	37100 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LOR,NR,DEE	93534 	92100 	90800 	88000 	86200 	85100 	84200 b	95600 	96000 	97300 	98400 	100100 	102800 	104300 	101800 	101100 	99400 	95800 	92000 	91300 	84000 	: 	: 	: 	46000 
LOR,NR,DEE0	93534 	92100 	90800 	88000 	86200 	85100 	84200 b	95600 	96000 	97300 	98400 	100100 	102800 	104300 	101800 	101100 	99500 	95800 	92000 	91300 	84000 	: 	: 	: 	46000 
LOR,NR,DEF	99876 	98000 	95900 	92500 	89700 	87800 	86500 b	95300 	93900 	94000 	94600 	95200 	95500 	93200 	89800 	87100 	83100 	78000 	75000 	72400 	69000 	66000 	64000 	60000 	57000 
LOR,NR,DEF0	99876 	98000 	95900 	92500 	89700 	87800 	86500 b	95300 	93900 	94000 	94600 	95200 	95500 	93200 	89800 	87100 	83100 	78000 	75000 	72400 	69000 	66000 	64000 	60000 	57000 
LOR,NR,DEG	96662 	95500 	94200 	91100 	89200 	87100 	86100 b	99100 	98500 	99200 	99800 	101500 	104100 	104800 	102400 	100600 	97900 	95300 	93000 	91200 	85000 	: 	: 	: 	41000 
LOR,NR,DEG0	96662 	95500 	94200 	91100 	89200 	87100 	86100 b	99100 	98500 	99200 	99800 	101500 	104100 	104800 	102400 	100600 	97900 	95300 	93000 	91200 	85000 	: 	: 	: 	41000 
LOR,NR,DK	426694 	431567 	446968 	456386 	472275 	494659 	516516 	521228 	494236 	455700 	423100 	400000 	389400 	380300 	373300 	362000 	347100 	336000 	330300 	324300 	313300 	304400 	296500 	297100 	286600 
LOR,NR,DK0	426694 	431567 	446968 	456386 	472275 	494659 	516516 	521228 	494236 	455700 	423100 	400000 	389400 	380300 	373300 	362000 	347100 	336000 	330300 	324300 	313300 	304400 	296500 	297100 	286600 
LOR,NR,DK01	132096 	128585 	132183 	133634 	140464 	151772 	162570 	164730 	158228 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LOR,NR,DK02	60934 	62268 	65292 	68874 	71007 	73848 	77824 	78818 	73460 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LOR,NR,DK03	85747 	87586 	90072 	91863 	94668 	97802 	99381 	99965 	95237 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LOR,NR,DK04	101105 	103897 	106678 	108864 	110794 	113904 	117769 	118288 	110636 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LOR,NR,DK05	44865 	46558 	49371 	51897 	53859 	55659 	56991 	57173 	54308 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
LOR,NR,EE	86039 	82000 	78380 	75234 	72934 	73594 	75317 	72100 	85300 	79600 	80000 	78000 	80179 	80535 	82119 	81030 	80617 	76605 	71304 	65598 	53733 	62971 	62728 	: 	67700 
LOR,NR,EE0	86039 	82000 	78380 	75234 	72934 	73594 	75317 	72100 	85300 	79600 	80000 	78000 	80179 	80535 	82119 	81030 	80617 	76605 	71304 	65598 	53733 	62971 	62728 	: 	67700 
LOR,NR,EE00	86039 	82000 	78380 	75234 	72934 	73594 	75317 	72100 	85300 	79600 	80000 	78000 	80179 	80535 	82119 	81030 	80617 	76605 	71304 	65598 	53733 	62971 	62728 	: 	67700 
LOR,NR,EL	1274025 e	1272113 e	1274987 e	1278014 e	1276337 e	1261689 e	1251203 e	1220393 e	1186745 e	1155749 e	1130766 e	: 	: 	: 	: 	: 	960300 e	925100 e	888700 e	858900 	826200 	803600 	776400 	773800 	747700 
LOR,NR,EL3	265975 e	265752 e	267538 e	270263 e	272655 e	272631 e	271536 e	266405 e	260085 e	253826 e	250719 e	: 	: 	: 	: 	: 	217400 e	211400 e	204800 e	199600 	190100 	185400 	179800 	177000 	185300 
LOR,NR,EL30	265975 e	265752 e	267538 e	270263 e	272655 e	272631 e	271536 e	266405 e	260085 e	253826 e	250719 e	: 	0 	: 	: 	: 	217400 e	211400 e	204800 e	199600 	190100 	185400 	179800 	177000 	185300 
